Wall time,Step,Value
1715322994.200174,42,-45.43037796020508
1715322995.087976,45,-86.41890716552734
1715323008.5191867,71,-96.57125091552734
1715323018.56422,94,-81.3309097290039
1715323041.845547,167,-88.3214340209961
1715323073.5736127,229,-44.42934799194336
1715323077.0860174,234,-73.8580322265625
1715323085.3177419,255,31.023578643798828
1715323094.4860473,273,-32.29254150390625
1715323109.0370536,308,-105.27090454101562
1715323111.7004452,310,-59.73987579345703
1715323114.1182535,318,-68.43297576904297
1715323176.5748227,474,-81.92251586914062
1715323198.0691886,536,-77.21856689453125
1715323211.9063673,579,-13.6093168258667
1715323213.293197,586,-48.028045654296875
1715323232.8688521,634,-115.60136413574219
1715323236.7152205,647,8.253016471862793
1715323264.117022,714,40.66661071777344
1715323267.3841722,722,2.468569040298462
1715323294.484716,785,-55.56597900390625
1715323299.0034175,802,15.586475372314453
1715323302.7202685,808,24.158981323242188
1715323313.49313,836,20.023555755615234
1715323366.47747,971,-33.369083404541016
1715323386.8347018,1014,34.12720489501953
1715323406.6670413,1066,33.92377471923828
1715323421.6098883,1104,-65.23072052001953
1715323448.2995427,1180,-26.415409088134766
1715323482.0549812,1261,4.615432262420654
1715323501.7508988,1316,-62.22714614868164
1715323503.006714,1319,41.816917419433594
1715323508.872326,1333,-35.864559173583984
1715323509.862954,1337,13.532706260681152
1715323527.868425,1385,35.83250427246094
1715323530.8298106,1392,-12.75784683227539
1715323546.4513843,1436,2.9598195552825928
1715323555.7189438,1466,-43.298805236816406
1715323575.6324673,1523,15.056558609008789
1715323586.9513733,1552,5.96669340133667
1715323598.9530783,1584,0.7202008366584778
1715323634.1378434,1691,46.74994659423828
1715323650.5928059,1734,46.72829055786133
1715323651.3134463,1737,-42.92234420776367
1715323687.9736915,1844,22.594327926635742
1715323695.306577,1866,20.160297393798828
1715323698.7405384,1877,-45.1948127746582
1715323714.8820388,1917,-0.33084166049957275
1715323725.6594834,1947,41.96242141723633
1715323754.13729,2036,22.044496536254883
1715323773.5757935,2096,12.109652519226074
1715323809.7851465,2187,-34.865394592285156
1715323814.039053,2199,25.558937072753906
1715323827.8160062,2231,14.018407821655273
1715323838.8805957,2262,42.668575286865234
